latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,confidence,version,bright_t31,frp,daynight
4.461,14.068,325.4,1.3,1.1,2021-02-12,1245,A,74,6.0NRT,304.9,15.7,D
4.382,13.511,321.5,1.2,1.1,2021-02-12,1245,A,58,6.0NRT,305.3,12.4,D
4.307,12.982,315.5,1.1,1.1,2021-02-12,1245,A,49,6.0NRT,301.2,6.5,D
4.283,12.816,315.3,1.1,1,2021-02-12,1245,A,54,6.0NRT,302.8,5.8,D
4.272,12.738,324.4,1.1,1,2021-02-12,1245,A,75,6.0NRT,303.9,16.6,D
4.073,11.342,327.2,1,1,2021-02-12,1245,A,67,6.0NRT,301.3,17.5,D
3.89,10.068,314.8,1,1,2021-02-12,1245,A,53,6.0NRT,297.4,5,D
4.678,15.523,320.6,1.6,1.2,2021-02-12,1245,A,58,6.0NRT,302.7,10.2,D
4.392,13.51,325.5,1.2,1.1,2021-02-12,1245,A,69,6.0NRT,304.3,17.9,D
4.346,13.191,319.9,1.1,1.1,2021-02-12,1245,A,67,6.0NRT,303.2,10.9,D
3.923,10.231,314.9,1,1,2021-02-12,1245,A,55,6.0NRT,296.7,6.3,D
3.885,9.966,325.1,1,1,2021-02-12,1245,A,34,6.0NRT,299.3,13.5,D
3.884,9.957,330.6,1,1,2021-02-12,1245,A,76,6.0NRT,299.7,20.2,D
4.67,15.533,320.4,1.6,1.3,2021-02-12,1245,A,46,6.0NRT,303.8,9.5,D
4.668,15.518,327.9,1.6,1.2,2021-02-12,1245,A,74,6.0NRT,304.8,26.4,D
4.488,14.185,318.3,1.3,1.1,2021-02-12,1245,A,41,6.0NRT,302.6,10.9,D
4.352,13.194,317.1,1.1,1.1,2021-02-12,1245,A,56,6.0NRT,302.3,9.6,D
3.909,10.068,316.9,1,1,2021-02-12,1245,A,46,6.0NRT,299.7,6.1,D
3.888,9.921,320,1,1,2021-02-12,1245,A,43,6.0NRT,298.3,7.4,D
4.483,14.069,327.7,1.3,1.1,2021-02-12,1245,A,76,6.0NRT,304.7,17.8,D
4.469,13.968,330.6,1.3,1.1,2021-02-12,1245,A,80,6.0NRT,305.4,25.3,D
4.467,13.957,322.6,1.3,1.1,2021-02-12,1245,A,68,6.0NRT,305.2,13.6,D
4.466,13.946,318.7,1.3,1.1,2021-02-12,1245,A,51,6.0NRT,305.6,8.7,D
4.43,13.683,318.7,1.2,1.1,2021-02-12,1245,A,59,6.0NRT,304.9,10,D
4.416,13.586,323.9,1.2,1.1,2021-02-12,1245,A,61,6.0NRT,301.5,16,D
3.992,10.574,326.1,1,1,2021-02-12,1245,A,64,6.0NRT,296.7,15.7,D
3.99,10.565,322,1,1,2021-02-12,1245,A,65,6.0NRT,296.1,12.3,D
5.211,19.457,317.5,3.4,1.7,2021-02-12,1245,A,35,6.0NRT,300.3,41.4,D
4.493,14.068,321.4,1.3,1.1,2021-02-12,1245,A,52,6.0NRT,305.4,7.8,D
4.039,10.84,314.1,1,1,2021-02-12,1245,A,50,6.0NRT,295.4,5.4,D
3.91,9.946,321.3,1,1,2021-02-12,1245,A,70,6.0NRT,299,10.1,D
4.559,14.476,318.2,1.4,1.2,2021-02-12,1245,A,39,6.0NRT,304.1,8.5,D
4.357,13.019,346.3,1.1,1.1,2021-02-12,1245,A,93,6.0NRT,304.1,54.4,D
4.356,13.009,317.9,1.1,1.1,2021-02-12,1245,A,60,6.0NRT,303.6,8.1,D
4.298,12.601,324.6,1.1,1,2021-02-12,1245,A,74,6.0NRT,301.4,16.7,D
4.012,10.589,323.9,1,1,2021-02-12,1245,A,75,6.0NRT,296.7,14.5,D
4.011,10.58,321.5,1,1,2021-02-12,1245,A,58,6.0NRT,297.7,11.1,D
3.912,9.899,323.5,1,1,2021-02-12,1245,A,75,6.0NRT,300.4,11.8,D
4.572,14.413,320.1,1.3,1.1,2021-02-12,1245,A,57,6.0NRT,305.1,12.8,D
4.524,14.075,324,1.3,1.1,2021-02-12,1245,A,67,6.0NRT,307.5,12.4,D
4.475,13.72,320.8,1.2,1.1,2021-02-12,1245,A,65,6.0NRT,306.8,9.6,D
4.473,13.709,335.9,1.2,1.1,2021-02-12,1245,A,85,6.0NRT,307.7,34.4,D
4.455,13.581,320.2,1.2,1.1,2021-02-12,1245,A,57,6.0NRT,303.8,12.1,D
3.922,9.84,318.8,1,1,2021-02-12,1245,A,62,6.0NRT,301.3,7.5,D
5.156,18.364,319.2,2.7,1.6,2021-02-12,1245,A,48,6.0NRT,302.6,29.5,D
4.407,13.032,328.4,1.1,1.1,2021-02-12,1245,A,79,6.0NRT,303.1,22,D
4.403,13.002,321.4,1.1,1.1,2021-02-12,1245,A,69,6.0NRT,302.4,12.2,D
4.34,12.498,336,1.1,1,2021-02-12,1245,A,86,6.0NRT,301.9,32.7,D
4.339,12.488,321.3,1.1,1,2021-02-12,1245,A,69,6.0NRT,301.3,12.7,D
4.419,13.015,331.1,1.1,1.1,2021-02-12,1245,A,81,6.0NRT,303,25.9,D
4.348,12.501,333.6,1.1,1,2021-02-12,1245,A,84,6.0NRT,300.5,28.8,D
4.346,12.491,346.8,1.1,1,2021-02-12,1245,A,93,6.0NRT,301.8,53.1,D
4.579,14.108,333.6,1.3,1.1,2021-02-12,1245,A,82,6.0NRT,307.7,30,D
4.428,13.013,317.8,1.1,1.1,2021-02-12,1245,A,56,6.0NRT,303.2,8.9,D
4.32,12.237,320,1,1,2021-02-12,1245,A,65,6.0NRT,300.6,10.3,D
4.319,12.228,316.7,1,1,2021-02-12,1245,A,41,6.0NRT,300.3,7.1,D
5.159,18.359,326.3,2.7,1.6,2021-02-12,1245,A,73,6.0NRT,303.2,63.6,D
4.827,15.854,321.7,1.7,1.3,2021-02-12,1245,A,58,6.0NRT,308.1,14.6,D
4.688,14.832,322.7,1.4,1.2,2021-02-12,1245,A,62,6.0NRT,307.1,11.2,D
4.37,12.526,317.2,1.1,1,2021-02-12,1245,A,56,6.0NRT,301.3,8.4,D
4.454,13.06,331.5,1.1,1.1,2021-02-12,1245,A,81,6.0NRT,303.4,26.8,D
4.542,13.617,324.4,1.2,1.1,2021-02-12,1245,A,58,6.0NRT,310.3,8.8,D
4.464,13.059,321,1.1,1.1,2021-02-12,1245,A,66,6.0NRT,305.3,12.3,D
4.762,15.131,321.3,1.5,1.2,2021-02-12,1245,A,14,6.0NRT,308.6,14,D
4.66,14.395,338.3,1.3,1.1,2021-02-12,1245,A,86,6.0NRT,306.9,46.2,D
4.644,14.277,324.1,1.3,1.1,2021-02-12,1245,A,68,6.0NRT,304.3,15.6,D
4.5,13.25,317,1.1,1.1,2021-02-12,1245,A,49,6.0NRT,302.8,8.9,D
4.465,12.998,317.7,1.1,1.1,2021-02-12,1245,A,56,6.0NRT,303.3,8.3,D
4.463,12.988,317.7,1.1,1.1,2021-02-12,1245,A,55,6.0NRT,304,8.1,D
4.114,10.532,313.4,1,1,2021-02-12,1245,A,32,6.0NRT,298,5.2,D
4.112,10.523,315.8,1,1,2021-02-12,1245,A,56,6.0NRT,298,7.4,D
5.476,20.304,316.2,3.9,1.8,2021-02-12,1245,A,39,6.0NRT,294.1,60.4,D
4.773,15.13,325,1.5,1.2,2021-02-12,1245,A,63,6.0NRT,305.8,20.6,D
4.654,14.275,328.3,1.3,1.1,2021-02-12,1245,A,75,6.0NRT,306.9,21.5,D
4.604,13.92,320.6,1.3,1.1,2021-02-12,1245,A,62,6.0NRT,306.7,7.7,D
4.534,13.424,321.7,1.2,1.1,2021-02-12,1245,A,58,6.0NRT,304.3,13.3,D
4.487,13.087,319.2,1.1,1.1,2021-02-12,1245,A,61,6.0NRT,302.9,9.4,D
4.464,12.927,326.2,1.1,1,2021-02-12,1245,A,75,6.0NRT,302.1,19,D
4.601,13.83,321.3,1.2,1.1,2021-02-12,1245,A,57,6.0NRT,304.2,9.6,D
4.6,13.819,341.7,1.2,1.1,2021-02-12,1245,A,89,6.0NRT,307.1,46.2,D
4.469,12.896,315.4,1.1,1,2021-02-12,1245,A,36,6.0NRT,302.2,6.2,D
4.124,10.475,314.6,1,1,2021-02-12,1245,A,27,6.0NRT,299.4,5.4,D
5.318,18.887,328.7,3,1.7,2021-02-12,1245,A,77,6.0NRT,304.6,82.2,D
5.281,18.623,320.7,2.9,1.6,2021-02-12,1245,A,60,6.0NRT,305.1,42.8,D
4.613,13.84,331.5,1.2,1.1,2021-02-12,1245,A,80,6.0NRT,305.4,25,D
4.611,13.829,328.9,1.2,1.1,2021-02-12,1245,A,77,6.0NRT,305,20.8,D
4.597,13.73,330.8,1.2,1.1,2021-02-12,1245,A,80,6.0NRT,310.1,17.7,D
5.332,18.885,325.9,3,1.7,2021-02-12,1245,A,72,6.0NRT,305.7,65.3,D
4.639,13.95,327.1,1.3,1.1,2021-02-12,1245,A,67,6.0NRT,309.3,16.1,D
4.524,13.143,323.6,1.1,1.1,2021-02-12,1245,A,71,6.0NRT,306.4,13.9,D
4.515,13.083,344.2,1.1,1.1,2021-02-12,1245,A,91,6.0NRT,305.3,47.5,D
4.514,13.073,334.8,1.1,1.1,2021-02-12,1245,A,84,6.0NRT,305.7,29.3,D
4.512,13.063,324.4,1.1,1.1,2021-02-12,1245,A,37,6.0NRT,305.3,12.8,D
4.509,13.042,320.2,1.1,1.1,2021-02-12,1245,A,17,6.0NRT,304.2,9.2,D
4.488,12.894,315.3,1.1,1,2021-02-12,1245,A,20,6.0NRT,301.7,6.1,D
4.477,12.815,327.4,1.1,1,2021-02-12,1245,A,77,6.0NRT,301.9,21,D
5.437,20.058,316.7,3.8,1.8,2021-02-12,1245,A,39,6.0NRT,299.4,39.4,D
5.303,18.993,319.2,3.1,1.7,2021-02-12,1245,A,50,6.0NRT,303.7,32.7,D
4.757,14.816,326.4,1.4,1.2,2021-02-12,1245,A,71,6.0NRT,308.4,15.9,D
4.641,13.954,324.9,1.3,1.1,2021-02-12,1245,A,54,6.0NRT,308.7,12.1,D
4.521,13.085,331.1,1.1,1.1,2021-02-12,1245,A,80,6.0NRT,304.4,24.5,D
4.52,13.075,328.5,1.1,1.1,2021-02-12,1245,A,77,6.0NRT,305.8,20.4,D
4.514,13.035,320.8,1.1,1.1,2021-02-12,1245,A,61,6.0NRT,306.7,11.3,D
4.495,12.896,315.7,1.1,1,2021-02-12,1245,A,30,6.0NRT,301.8,7,D
4.09,10.048,320.2,1,1,2021-02-12,1245,A,68,6.0NRT,299.3,10.7,D
5.483,20.296,317.2,3.9,1.8,2021-02-12,1245,A,49,6.0NRT,293.8,66.9,D
5.322,18.907,317.1,3,1.7,2021-02-12,1245,A,10,6.0NRT,303.6,22.4,D
5.318,18.879,328.4,3,1.7,2021-02-12,1245,A,76,6.0NRT,305.2,80.8,D
5.284,18.615,319.8,2.9,1.6,2021-02-12,1245,A,51,6.0NRT,304.7,38.9,D
4.098,9.972,318.2,1,1,2021-02-12,1245,A,64,6.0NRT,299.6,8.7,D
5.333,18.877,323.2,3,1.7,2021-02-12,1245,A,67,6.0NRT,305.7,52.3,D
4.75,14.524,321.3,1.4,1.2,2021-02-12,1245,A,58,6.0NRT,306.1,8.6,D
4.211,10.63,315.7,1,1,2021-02-12,1245,A,41,6.0NRT,296.9,6.8,D
5.271,18.189,323.8,2.7,1.6,2021-02-12,1245,A,68,6.0NRT,306.4,43.3,D
5.268,18.165,321.9,2.7,1.6,2021-02-12,1245,A,63,6.0NRT,306.7,35.8,D
4.717,14.141,325,1.3,1.1,2021-02-12,1245,A,70,6.0NRT,309.8,11.4,D
4.871,15.164,324.6,1.5,1.2,2021-02-12,1245,A,67,6.0NRT,306.4,21.2,D
4.32,11.26,347.4,1,1,2021-02-12,1245,A,93,6.0NRT,307.1,41.7,D
4.319,11.251,336.4,1,1,2021-02-12,1245,A,80,6.0NRT,309.4,23,D
4.705,13.911,341,1.3,1.1,2021-02-12,1245,A,89,6.0NRT,305.1,46.5,D
4.704,13.899,363.6,1.3,1.1,2021-02-12,1245,A,100,6.0NRT,308.6,117.6,D
5.103,16.666,325,2,1.4,2021-02-12,1245,A,69,6.0NRT,309.2,21.3,D
4.703,13.82,326.8,1.2,1.1,2021-02-12,1245,A,74,6.0NRT,307.8,18.3,D
4.325,11.168,333.7,1,1,2021-02-12,1245,A,60,6.0NRT,305.2,16.9,D
4.165,10.056,325.3,1,1,2021-02-12,1245,A,76,6.0NRT,296.5,17,D
4.585,12.924,321.5,1.1,1.1,2021-02-12,1245,A,66,6.0NRT,305.2,12.4,D
4.591,12.927,331.9,1.1,1.1,2021-02-12,1245,A,81,6.0NRT,305.9,27.3,D
4.589,12.917,326.7,1.1,1.1,2021-02-12,1245,A,75,6.0NRT,304.4,19.2,D
5.105,16.66,324.7,2,1.4,2021-02-12,1245,A,69,6.0NRT,309.6,20.2,D
4.608,12.986,318.4,1.1,1.1,2021-02-12,1245,A,50,6.0NRT,305.4,7.9,D
4.851,14.681,336.7,1.4,1.2,2021-02-12,1245,A,84,6.0NRT,305.2,38.7,D
4.85,14.668,333,1.4,1.2,2021-02-12,1245,A,81,6.0NRT,305.5,29.6,D
4.754,13.967,351.9,1.3,1.1,2021-02-12,1245,A,95,6.0NRT,305.9,75,D
4.752,13.956,374.3,1.3,1.1,2021-02-12,1245,A,100,6.0NRT,310.2,167.3,D
4.435,11.686,324.8,1,1,2021-02-12,1245,A,49,6.0NRT,302.1,12.4,D
4.799,14.219,333.2,1.3,1.1,2021-02-12,1245,A,82,6.0NRT,306.8,29.8,D
4.797,14.207,326.7,1.3,1.1,2021-02-12,1245,A,74,6.0NRT,306.4,17,D
4.764,13.966,324.2,1.3,1.1,2021-02-12,1245,A,55,6.0NRT,307.1,13.2,D
4.71,13.581,327.4,1.2,1.1,2021-02-12,1245,A,76,6.0NRT,303.3,24.5,D
4.878,14.716,321.9,1.4,1.2,2021-02-12,1245,A,49,6.0NRT,305.4,10.9,D
4.876,14.703,321.6,1.4,1.2,2021-02-12,1245,A,43,6.0NRT,305.6,9.3,D
5.454,18.884,318.5,3,1.7,2021-02-12,1245,A,49,6.0NRT,302.2,34.8,D
4.428,11.439,320.3,1,1,2021-02-12,1245,A,66,6.0NRT,301.3,7.9,D
4.427,11.43,314.3,1,1,2021-02-12,1245,A,28,6.0NRT,299.7,2.6,D
4.18,9.718,327.3,1,1,2021-02-12,1245,A,79,6.0NRT,298,19.3,D
4.179,9.709,324.2,1,1,2021-02-12,1245,A,76,6.0NRT,295.4,15.1,D
4.77,13.794,334.6,1.2,1.1,2021-02-12,1245,A,84,6.0NRT,303.8,37.4,D
4.769,13.783,332.5,1.2,1.1,2021-02-12,1245,A,82,6.0NRT,303.4,34.1,D
5.517,19.131,346.9,3.2,1.7,2021-02-12,1245,A,92,6.0NRT,306.6,244.6,D
5.514,19.102,322.1,3.2,1.7,2021-02-12,1245,A,62,6.0NRT,304.5,50.2,D
5.222,16.961,321.1,2.1,1.4,2021-02-12,1245,A,54,6.0NRT,307.7,16.8,D
4.838,14.201,326.8,1.3,1.1,2021-02-12,1245,A,74,6.0NRT,305.4,17.9,D
4.81,14.005,337.8,1.3,1.1,2021-02-12,1245,A,86,6.0NRT,310.2,35.3,D
4.724,13.396,331.6,1.2,1.1,2021-02-12,1245,A,81,6.0NRT,309.8,27.4,D
5.502,18.905,336.4,3.1,1.7,2021-02-12,1245,A,85,6.0NRT,303.3,135.9,D
5.498,18.877,320.3,3,1.7,2021-02-12,1245,A,27,6.0NRT,302.1,34.1,D
4.196,9.63,322.5,1.1,1,2021-02-12,1245,A,61,6.0NRT,299.7,11.9,D
5.56,19.213,318.5,3.2,1.7,2021-02-12,1245,A,39,6.0NRT,300.9,35,D
4.918,14.62,325,1.4,1.2,2021-02-12,1245,A,61,6.0NRT,307.4,12.3,D
4.451,11.345,317.9,1,1,2021-02-12,1245,A,39,6.0NRT,300.6,4.9,D
5.516,19.123,347.4,3.2,1.7,2021-02-12,1245,A,93,6.0NRT,307.2,250,D
4.924,14.613,324.3,1.4,1.2,2021-02-12,1245,A,57,6.0NRT,308,11.6,D
4.921,14.588,323.7,1.4,1.2,2021-02-12,1245,A,38,6.0NRT,308.2,9.8,D
4.818,13.837,318.4,1.2,1.1,2021-02-12,1245,A,50,6.0NRT,304.6,7.6,D
4.817,13.825,326,1.2,1.1,2021-02-12,1245,A,74,6.0NRT,306.1,19,D
4.812,13.792,318.7,1.2,1.1,2021-02-12,1245,A,47,6.0NRT,302.5,11.3,D
5.503,18.897,339.1,3.1,1.7,2021-02-12,1245,A,87,6.0NRT,303.4,160.3,D
4.969,14.866,322.7,1.5,1.2,2021-02-12,1245,A,63,6.0NRT,306.8,13.3,D
4.57,11.985,323.6,1,1,2021-02-12,1245,A,0,6.0NRT,298.9,14.6,D
5.558,19.205,321.3,3.2,1.7,2021-02-12,1245,A,63,6.0NRT,301.5,51.5,D
4.796,13.53,324.3,1.2,1.1,2021-02-12,1245,A,72,6.0NRT,304.9,18.6,D
4.768,13.33,320.4,1.2,1.1,2021-02-12,1245,A,64,6.0NRT,302.4,13.3,D
4.624,12.298,326.4,1.1,1,2021-02-12,1245,A,76,6.0NRT,304.1,16.1,D
4.458,11.128,330.1,1,1,2021-02-12,1245,A,45,6.0NRT,310.4,11.9,D
5.732,20.432,319.5,4.1,1.9,2021-02-12,1245,A,52,6.0NRT,298.3,60.4,D
5.728,20.396,322.3,4.1,1.9,2021-02-12,1245,A,63,6.0NRT,296.9,86.1,D
5.539,18.948,326.6,3.1,1.7,2021-02-12,1245,A,69,6.0NRT,304.8,69.9,D
4.894,14.163,322.5,1.3,1.1,2021-02-12,1245,A,66,6.0NRT,306.4,13.2,D
4.316,10.078,315.5,1,1,2021-02-12,1245,A,52,6.0NRT,299.5,6.4,D
5.726,20.251,317.2,3.9,1.8,2021-02-12,1245,A,45,6.0NRT,296.3,57.1,D
5.551,18.918,320.7,3.1,1.7,2021-02-12,1245,A,28,6.0NRT,304.6,38.1,D
5.588,19.085,327.8,3.2,1.7,2021-02-12,1245,A,75,6.0NRT,304.2,84.9,D
5.584,19.057,326.1,3.2,1.7,2021-02-12,1245,A,73,6.0NRT,302.7,73.5,D
4.975,14.593,322.3,1.4,1.2,2021-02-12,1245,A,64,6.0NRT,308.4,9.8,D
4.956,14.457,322.4,1.4,1.2,2021-02-12,1245,A,62,6.0NRT,307.4,12.8,D
4.911,14.137,339.9,1.3,1.1,2021-02-12,1245,A,88,6.0NRT,304.1,48.1,D
4.898,14.044,336.8,1.3,1.1,2021-02-12,1245,A,85,6.0NRT,307.8,36.3,D
4.339,10.112,314.8,1,1,2021-02-12,1245,A,32,6.0NRT,299.3,5.8,D
5.442,17.894,334,2.5,1.5,2021-02-12,1245,A,82,6.0NRT,305.7,85.4,D
5.439,17.871,345.6,2.5,1.5,2021-02-12,1245,A,92,6.0NRT,306.7,161.6,D
5.039,14.978,322.6,1.5,1.2,2021-02-12,1245,A,64,6.0NRT,306,16,D
4.952,14.359,333.4,1.3,1.2,2021-02-12,1245,A,82,6.0NRT,305.7,33.6,D
4.921,14.135,317.9,1.3,1.1,2021-02-12,1245,A,43,6.0NRT,303.8,8.7,D
4.895,13.951,321.5,1.3,1.1,2021-02-12,1245,A,25,6.0NRT,304.7,8.7,D
4.893,13.94,353.3,1.3,1.1,2021-02-12,1245,A,96,6.0NRT,306.8,81.3,D
4.772,13.079,319.3,1.1,1.1,2021-02-12,1245,A,62,6.0NRT,302.6,11,D
4.758,12.978,334.8,1.1,1.1,2021-02-12,1245,A,84,6.0NRT,303.8,32.1,D
4.756,12.968,333.4,1.1,1.1,2021-02-12,1245,A,83,6.0NRT,303.6,29.5,D
4.348,10.11,327.4,1,1,2021-02-12,1245,A,78,6.0NRT,299.9,18.8,D
4.347,10.101,318.5,1,1,2021-02-12,1245,A,65,6.0NRT,300.3,9,D
5.804,20.461,319.9,4.1,1.9,2021-02-12,1245,A,61,6.0NRT,302.6,55.4,D
4.903,13.939,327.3,1.3,1.1,2021-02-12,1245,A,41,6.0NRT,305.8,17.5,D
5.337,16.938,320.1,2.1,1.4,2021-02-12,1245,A,25,6.0NRT,303.7,17.2,D
4.835,13.384,351,1.2,1.1,2021-02-12,1245,A,95,6.0NRT,305.4,68.2,D
4.833,13.374,383.1,1.2,1.1,2021-02-12,1245,A,100,6.0NRT,313.2,195.8,D
4.541,11.325,341,1,1,2021-02-12,1245,A,84,6.0NRT,310.9,27,D
4.295,9.609,329.9,1.1,1,2021-02-12,1245,A,82,6.0NRT,304.2,19,D
4.282,9.524,321.8,1.1,1,2021-02-12,1245,A,37,6.0NRT,303.2,8.4,D
5.73,20.245,319.2,3.9,1.8,2021-02-12,1245,A,57,6.0NRT,296.6,70.1,D
5.585,19.08,329.3,3.2,1.7,2021-02-12,1245,A,77,6.0NRT,304.5,94,D
5.582,19.052,320.6,3.2,1.7,2021-02-12,1245,A,59,6.0NRT,302.2,42.2,D
4.912,13.932,324.8,1.3,1.1,2021-02-12,1245,A,61,6.0NRT,306.8,13.1,D
4.837,13.378,381.7,1.2,1.1,2021-02-12,1245,A,100,6.0NRT,312,189.9,D
4.835,13.368,346.6,1.2,1.1,2021-02-12,1245,A,93,6.0NRT,313.7,56,D
4.748,12.733,317.8,1.1,1,2021-02-12,1245,A,54,6.0NRT,304.5,7.7,D
4.324,9.761,329.3,1,1,2021-02-12,1245,A,81,6.0NRT,300,21,D
5.448,17.888,345.2,2.5,1.5,2021-02-12,1245,A,91,6.0NRT,306.2,157.1,D
5.445,17.865,338.9,2.5,1.5,2021-02-12,1245,A,87,6.0NRT,306.7,115.2,D
4.846,13.377,322.8,1.2,1.1,2021-02-12,1245,A,62,6.0NRT,307.1,14.5,D
4.553,11.281,326.9,1,1,2021-02-12,1245,A,70,6.0NRT,308.8,8.2,D
4.32,9.667,326.5,1,1,2021-02-12,1245,A,79,6.0NRT,301.1,16,D
4.318,9.657,327.4,1.1,1,2021-02-12,1245,A,80,6.0NRT,303,16.4,D
5.472,17.862,321,2.5,1.5,2021-02-12,1245,A,59,6.0NRT,306.9,30,D
4.838,13.178,331.5,1.1,1.1,2021-02-12,1245,A,81,6.0NRT,303.5,28.5,D
4.837,13.167,328.8,1.1,1.1,2021-02-12,1245,A,79,6.0NRT,304.7,24.2,D
4.944,13.87,321.7,1.3,1.1,2021-02-12,1245,A,66,6.0NRT,306.5,12.1,D
4.31,9.408,322.7,1.1,1,2021-02-12,1245,A,64,6.0NRT,303.1,8.3,D
5.76,19.83,319.5,3.7,1.8,2021-02-12,1245,A,54,6.0NRT,305.5,44.3,D
5.01,14.272,323.5,1.3,1.1,2021-02-12,1245,A,67,6.0NRT,305.9,16,D
5.021,14.271,322,1.3,1.1,2021-02-12,1245,A,56,6.0NRT,306.5,12.3,D
4.884,13.297,325.7,1.2,1.1,2021-02-12,1245,A,60,6.0NRT,305.9,16,D
4.883,13.287,328.3,1.2,1.1,2021-02-12,1245,A,71,6.0NRT,307.3,20.6,D
4.82,12.842,317.1,1.1,1,2021-02-12,1245,A,56,6.0NRT,303.1,7.5,D
4.819,12.832,321.5,1.1,1,2021-02-12,1245,A,69,6.0NRT,304.3,11.9,D
4.382,9.772,322.2,1,1,2021-02-12,1245,A,46,6.0NRT,302.8,10.7,D
4.348,9.538,327.1,1.1,1,2021-02-12,1245,A,79,6.0NRT,304.7,13.6,D
5.668,18.897,323.2,3.1,1.7,2021-02-12,1245,A,67,6.0NRT,301,59.2,D
5.664,18.87,324.4,3.1,1.7,2021-02-12,1245,A,69,6.0NRT,303.1,67.1,D
5.144,15.081,323.4,1.5,1.2,2021-02-12,1245,A,66,6.0NRT,307.4,14.8,D
4.384,9.724,329.7,1,1,2021-02-12,1245,A,66,6.0NRT,302.2,18.1,D
4.35,9.489,323.4,1.1,1,2021-02-12,1245,A,44,6.0NRT,304.1,8.6,D
5.831,19.989,317.6,3.8,1.8,2021-02-12,1245,A,45,6.0NRT,298.1,46.8,D
5.636,18.55,321.6,2.9,1.6,2021-02-12,1245,A,62,6.0NRT,306,38.6,D
5.074,14.498,325.4,1.4,1.2,2021-02-12,1245,A,71,6.0NRT,309.9,12.9,D
5.034,14.22,318.3,1.3,1.1,2021-02-12,1245,A,44,6.0NRT,305.1,8.7,D
4.927,13.462,315.9,1.2,1.1,2021-02-12,1245,A,41,6.0NRT,302.9,8.4,D
4.14,7.973,312.4,1.3,1.1,2021-02-12,1245,A,54,6.0NRT,296,7.4,D
5.702,18.921,331.5,3.1,1.7,2021-02-12,1245,A,79,6.0NRT,301.5,100.3,D
5.698,18.893,330.3,3.1,1.7,2021-02-12,1245,A,75,6.0NRT,301,92.5,D
4.864,12.947,315.2,1.1,1.1,2021-02-12,1245,A,43,6.0NRT,303.8,5.9,D
4.774,12.319,322.1,1.1,1,2021-02-12,1245,A,69,6.0NRT,303.9,13.4,D
4.404,9.731,329.6,1,1,2021-02-12,1245,A,53,6.0NRT,299.9,14.8,D
4.996,13.868,320.6,1.3,1.1,2021-02-12,1245,A,19,6.0NRT,306.6,9.1,D
4.413,9.732,341.3,1,1,2021-02-12,1245,A,90,6.0NRT,300.4,36.7,D
5.668,18.889,329.6,3.1,1.7,2021-02-12,1245,A,77,6.0NRT,301.4,95.4,D
5.343,16.377,325.4,1.9,1.4,2021-02-12,1245,A,69,6.0NRT,312.2,21.1,D
5.025,14.002,320.7,1.3,1.1,2021-02-12,1245,A,48,6.0NRT,303.3,11.6,D
5.023,13.991,318.3,1.3,1.1,2021-02-12,1245,A,51,6.0NRT,303.9,9.6,D
4.998,13.81,330.8,1.2,1.1,2021-02-12,1245,A,80,6.0NRT,304.1,28.9,D
4.636,11.217,325.6,1,1,2021-02-12,1245,A,41,6.0NRT,308.2,9.7,D
5.039,14.035,324.5,1.3,1.1,2021-02-12,1245,A,69,6.0NRT,309.4,14.4,D
5.035,14.001,348,1.3,1.1,2021-02-12,1245,A,93,6.0NRT,305.4,68.6,D
5.033,13.989,341.5,1.3,1.1,2021-02-12,1245,A,89,6.0NRT,306.2,52.1,D
5.702,18.913,337.9,3.1,1.7,2021-02-12,1245,A,86,6.0NRT,301.5,155.8,D
5.698,18.886,320.5,3.1,1.7,2021-02-12,1245,A,59,6.0NRT,300.6,42.7,D
4.43,9.663,337,1,1,2021-02-12,1245,A,87,6.0NRT,303.3,29.9,D
4.429,9.654,324.5,1,1,2021-02-12,1245,A,59,6.0NRT,303.7,12.4,D
4.425,9.626,318.8,1.1,1,2021-02-12,1245,A,68,6.0NRT,300,6.5,D
5.211,15.134,322.9,1.5,1.2,2021-02-12,1245,A,57,6.0NRT,305.7,15.4,D
5.144,14.646,331.4,1.4,1.2,2021-02-12,1245,A,79,6.0NRT,307.3,28.6,D
5.142,14.633,331.4,1.4,1.2,2021-02-12,1245,A,79,6.0NRT,307.5,28.8,D
5.028,13.806,316.7,1.2,1.1,2021-02-12,1245,A,31,6.0NRT,304.4,7.2,D
4.44,9.662,323.2,1,1,2021-02-12,1245,A,70,6.0NRT,303.5,10.8,D
4.438,9.652,330.7,1,1,2021-02-12,1245,A,82,6.0NRT,302,20.1,D
4.425,9.559,325.4,1.1,1,2021-02-12,1245,A,77,6.0NRT,303.7,11.5,D
5.837,19.712,319.7,3.6,1.8,2021-02-12,1245,A,52,6.0NRT,304.3,50.5,D
5.952,20.466,320.1,4.1,1.9,2021-02-12,1245,A,55,6.0NRT,304.3,62.3,D
5.477,16.907,321.8,2.1,1.4,2021-02-12,1245,A,55,6.0NRT,298.4,29.2,D
4.819,12.182,315,1,1,2021-02-12,1245,A,42,6.0NRT,302,5.9,D
4.717,11.461,333.8,1,1,2021-02-12,1245,A,84,6.0NRT,307.8,21.4,D
4.611,10.721,314,1,1,2021-02-12,1245,A,16,6.0NRT,298.9,6.1,D
5.769,18.962,327.1,3.1,1.7,2021-02-12,1245,A,74,6.0NRT,299.8,84.7,D
